account_type,currency,user_uuid,bank_uuid,nickname,interest_rate,status,open_date,balance
Checking,EUR,4148b77a-93e4-47d4-b925-8eb4f77a85bb,43de0380-bdaf-4600-84b8-4bd44df6eeac,seven,0.05,Inactive,2023-04-28 22:37:35,93033
Saving,GBP,ed3c5262-b05d-442c-be4d-4107fe184b01,3baa87d0-c52b-48f6-9957-d0a990dc6f70,reflect,0.04,Inactive,2023-05-12 08:07:09,74197
Checking,GBP,8ddcea0c-391f-43fb-83c9-3da5f6ea48a3,b1089816-a051-45b3-b494-df6ab4507475,away,0.09,Active,2024-01-25 06:53:46,10844
Checking,EUR,b9353360-65f6-4f54-a1fe-b921a3d87692,edefc661-a046-4de1-9a2a-5a3362b0dacd,turn,0.03,Inactive,2024-01-25 01:22:02,12710
Saving,GBP,4c6ff2b7-ead8-45b4-b8f7-710bf45c0ee5,9ce70298-0a53-4f04-b860-ac49fb903f50,price,0.03,Active,2023-06-25 10:42:24,86042
Checking,USD,9671ede6-7faf-4872-8a57-2303f7052078,85785025-6b4c-4f73-9f3a-9a07dbe4b229,chance,0.01,Inactive,2023-12-26 19:53:23,12502
Saving,USD,3140994e-8dd8-405a-96e8-354de2fcb558,d1735667-0d01-4dc1-b219-4bdda5f0fb4e,strong,0.05,Active,2023-09-11 01:37:25,56179
Checking,GBP,e872aedc-f197-4266-bc08-0cabac613df6,32914ac7-a1ff-4f9b-b318-836a4f01aed5,four,0.07,Inactive,2023-06-22 05:51:19,8804
Saving,EUR,5c27c942-fe6d-4e98-abda-4472905d62f9,4d46c8dd-b914-4f24-b825-071fec96d6f9,marriage,0.02,Active,2023-06-02 21:46:18,15990
Checking,EUR,c3b09fb0-b79b-4e1f-a213-cfaf47fe3ca0,8387a989-c0ee-4109-b06b-8971c227f22c,medical,0.03,Inactive,2023-08-03 12:13:59,24019
Checking,EUR,53ac8a3f-1c43-4f7a-8a36-59824bb7341c,4d46c8dd-b914-4f24-b825-071fec96d6f9,attention,0.08,Active,2023-05-28 00:02:50,86249
Saving,USD,8befd2d9-acf1-4689-a767-b2d24e52e011,d7704a55-ccc1-4a05-a5e1-64d6703b63e5,financial,0.08,Inactive,2023-08-16 02:19:10,56993
Saving,EUR,b42bd32a-6904-4cc9-8eef-c6f6a073b0f3,53604252-da97-4254-9ef2-fa9fc293c634,at,0.04,Inactive,2024-04-06 23:57:10,59481
Saving,EUR,413d80e4-e32c-4c5e-b32c-6ac1a4188da7,c0ea811d-d094-4d7f-b239-2656e988b6d1,different,0.01,Active,2023-05-30 16:32:08,15912
Checking,USD,147ac016-d81f-479a-9204-0e53079fe459,86eeabc2-f250-4fe9-91bf-3da6a5818c19,college,0.06,Inactive,2024-02-16 20:27:12,36865
Saving,GBP,b848f9ac-a8de-491e-8181-eee6a79184af,6c7de3de-6014-42f5-8327-fb5210c2dbfe,upon,0.01,Inactive,2023-12-11 07:46:23,47201
Checking,EUR,7ee7b300-9142-47ea-9ba2-26752231e410,9e915fbf-6563-4601-9126-199398de1832,or,0.04,Active,2023-07-13 04:44:26,75395
Saving,USD,14a16734-17b9-4862-93c0-04877a3ae95d,4d46c8dd-b914-4f24-b825-071fec96d6f9,item,0.08,Active,2024-03-20 20:00:48,97233
Saving,EUR,d9ceab18-b68b-4890-976c-dcf85b769b66,80fb6c11-862f-41fb-b12e-a4d9c3b17506,recognize,0.05,Active,2023-12-17 18:23:58,54361
Checking,EUR,eff02bb0-0b4c-41a9-8c3e-cea4eab933c3,551fe6a9-4cab-45da-af24-05f40e533d29,present,0.06,Active,2023-08-12 03:29:20,27264
Checking,USD,823b5da4-31db-4e71-9134-3f89bfcdf7f1,c2bdbcdc-f55c-410a-bb6f-8d8005df3f91,book,0.07,Inactive,2023-08-13 02:57:34,30520
Checking,GBP,e03fabe8-051b-4edd-8561-73b3d1a59f21,5cf637df-79f1-4b79-8996-624b31322283,language,0.1,Active,2023-09-01 20:01:30,45184
Saving,EUR,352672dc-2c2d-4fdb-a125-332aed02db67,7db308e2-8cc1-471c-9584-9629803062d9,mission,0.07,Active,2023-06-21 01:40:57,96255
Saving,USD,c7e29c3e-d7fb-4833-88aa-30118942a332,db70d3f1-ecb1-4106-91d5-c1c915549253,miss,0.05,Inactive,2024-02-10 09:59:47,72604
Saving,EUR,37abf974-1997-4af2-a38e-35cc174c430b,551fe6a9-4cab-45da-af24-05f40e533d29,around,0.09,Inactive,2023-12-30 07:52:37,84691
Checking,EUR,cb0317f0-5e71-47fd-b30c-86d9c031d818,4eea8a84-769b-4fec-b153-831ba511900a,many,0.04,Inactive,2023-04-22 05:57:02,24018
Saving,EUR,3924d9cd-c48c-4683-8ec4-9c6508f2518b,20ab2c5c-c776-4db9-9596-0a5c651d0b09,check,0.1,Active,2023-11-02 13:26:41,23712
Saving,USD,16237d1e-bd80-4dbd-8cbf-9a4f33549cb9,e0b9e5f0-48f7-4df3-ba36-b6961696dcbd,law,0.03,Inactive,2023-07-08 03:34:47,75537
Saving,EUR,990f4d79-e5c8-4316-836d-e7f89dd46bef,8f872c4a-480b-4737-b8b1-ce6ce9ed71a3,evening,0.05,Inactive,2023-06-18 12:12:34,87185
Saving,GBP,f0701660-56e3-4e72-9d92-44868bc61c06,86eeabc2-f250-4fe9-91bf-3da6a5818c19,responsibility,0.03,Active,2023-11-10 11:14:40,54342
Checking,USD,9c49139d-ce54-4318-9432-6dbfcb3af7f5,6f062357-841d-4e3d-96f3-9dcba56531b7,view,0.07,Active,2024-01-02 09:50:14,55571
Saving,EUR,2bfb4700-0be5-477d-99af-3bb7e8ad6936,6f40a3e5-67eb-4516-84b5-580c591e4c84,for,0.09,Inactive,2023-09-13 19:54:57,51492
Saving,GBP,a67a8d68-5893-466f-a7bf-b129b9d51058,4aaad543-d569-4bd4-8a66-7c7e6bc97e5a,work,0.09,Active,2024-02-24 23:09:56,55508
Checking,USD,0d31ca6d-b8d8-45b6-bf7a-b0576ca12bc7,1d8d64e5-fe21-421d-928b-8d668e792bd9,section,0.02,Inactive,2023-09-14 23:29:09,85847
Checking,USD,24b7695c-ce45-48bd-a4ef-f4ed8406a2c0,c2ebfa6d-04b5-479c-b778-f5241c761b2f,clearly,0.06,Inactive,2024-01-20 20:58:00,10397
Saving,USD,e09d0e56-87db-44ec-9039-90ae404a4a86,ff3d0f07-4ed6-4106-89cb-636bffc32d79,federal,0.03,Active,2024-01-11 10:02:32,55753
Saving,USD,ef84bffd-5e6f-475c-9417-136ba9c1c3eb,d7704a55-ccc1-4a05-a5e1-64d6703b63e5,get,0.01,Active,2023-10-29 18:56:22,32730
Checking,USD,18505476-9fc1-4f90-b8a7-68a6ead9e1fb,1bea3028-e80e-45dd-b04e-42fffc9f6b15,assume,0.08,Active,2024-04-09 17:51:25,42948
Checking,GBP,25d0c092-2ffe-4f4e-af21-ff0a23750a45,0527553d-ebe5-4422-aca1-83bd08ec87a1,late,0.01,Active,2023-04-21 10:58:43,43464
Checking,EUR,23b58717-9415-4884-b2b7-25fe7d5b681b,88471f5a-adcd-4a48-9ea8-b9941c969410,research,0.01,Inactive,2024-01-12 00:48:51,50134
Saving,EUR,2c2c81f6-6950-4a51-9e37-364a0470674f,c7888ffc-2f6b-4fe2-b40e-d8dc60535ee8,exactly,0.02,Inactive,2024-01-28 15:06:53,4584
Saving,GBP,a01d8c50-0f38-4f48-bb69-6a193e98005f,6c7de3de-6014-42f5-8327-fb5210c2dbfe,head,0.02,Inactive,2024-03-16 00:08:45,17989
Saving,USD,c1b84da1-0a68-4878-8cb5-87081bc89d89,b3c9b51b-b289-422c-91bd-ce27c07842b6,rock,0.07,Inactive,2023-09-07 22:03:19,95347
Saving,EUR,eb6f6683-7211-49f1-8cce-ac4a00ca57fe,21e490f8-50cc-496a-bfb5-2727fe03aad8,history,0.03,Inactive,2023-11-11 10:49:50,53914
Checking,EUR,24b4b5ab-c184-4394-9492-75f7b46b5d13,ede82782-f6ee-4b12-ad36-e50df1990f5e,star,0.06,Active,2024-01-27 07:56:28,61751
Saving,GBP,15144724-f377-438b-afb0-da16f6db4a7d,db70d3f1-ecb1-4106-91d5-c1c915549253,evidence,0.09,Active,2023-08-18 20:10:06,69497
Checking,GBP,10bf7ecf-26ea-4143-9149-d4e75bc5f586,1d8d64e5-fe21-421d-928b-8d668e792bd9,modern,0.07,Active,2023-07-07 23:21:49,75230
Checking,EUR,5f464837-a8c3-4233-8157-5ceb495df78b,2bbddbb7-bbad-483b-88f0-36a0e5a4c594,direction,0.04,Active,2023-10-11 21:24:55,67224
Saving,EUR,b984cde0-4793-4fa3-8fd3-1daa49ba4c8d,9e915fbf-6563-4601-9126-199398de1832,system,0.02,Inactive,2023-08-24 14:39:56,54031
Saving,GBP,7db7cb09-7cbd-4ea2-98d2-b4d89bff060d,f1df6dbf-6278-4c29-9bd0-4abbf47d032f,discuss,0.02,Inactive,2024-04-05 12:41:41,67807
Saving,USD,691c2dc5-659c-478f-9797-39e1183b182e,ff0b7efa-b8ac-4d40-806a-ab268fed7301,as,0.03,Inactive,2024-02-11 19:39:04,67441
Checking,GBP,2bef2bea-f150-4b92-b292-48db8c0d4aa7,95e4d2aa-e38c-406c-b2eb-f6da7f98d2b0,church,0.08,Inactive,2024-01-16 08:10:05,15641
Checking,USD,52ece5fa-74ca-45fc-afaa-8b286d6909b8,57162ebf-7275-4379-9f99-cf7e112ebae7,cut,0.09,Active,2023-11-18 18:48:52,82671
Saving,GBP,ec9628fc-016e-48bd-b437-b7ce326dffe9,9e915fbf-6563-4601-9126-199398de1832,become,0.08,Inactive,2023-10-28 05:37:51,30540
Checking,EUR,280f3a58-e5f9-4a0e-987a-2bf2c4d67306,551fe6a9-4cab-45da-af24-05f40e533d29,American,0.03,Inactive,2023-08-10 22:17:51,97428
Saving,GBP,6d6a6ce5-a475-4599-8669-3c1903ef38c4,d7704a55-ccc1-4a05-a5e1-64d6703b63e5,live,0.01,Active,2024-02-20 15:30:07,44926
Saving,EUR,bfe5b811-6899-4cc0-b98a-f79fb41cb556,e5fb0bbe-ce53-49db-b37c-3e54c3068d4d,price,0.01,Inactive,2023-07-26 23:42:06,17643
Checking,GBP,48da5469-ffc5-4d56-920c-b3de76f26bff,85785025-6b4c-4f73-9f3a-9a07dbe4b229,appear,0.05,Active,2023-12-31 07:51:10,15046
Checking,GBP,a80815e4-d34f-47b1-9fdd-6c52a20bd5e6,9e915fbf-6563-4601-9126-199398de1832,others,0.07,Active,2023-12-12 02:37:33,30114
Saving,GBP,d35f52bc-b015-4a0a-a727-0b209663c4af,e883e00d-1210-48fb-b25f-9602392cd4b0,risk,0.08,Active,2023-05-12 17:39:51,34821
Checking,GBP,50f799a9-9424-404d-a7e2-a51ddf66ca88,551fe6a9-4cab-45da-af24-05f40e533d29,hot,0.02,Active,2024-01-01 01:16:30,56996
Saving,GBP,1444cdcd-515a-448a-8b82-f046313ddf66,3df1a3b0-b941-4f56-a863-3519e0b75773,baby,0.03,Inactive,2024-03-11 10:13:27,75862
Saving,EUR,d091e476-7def-4532-b13b-d5c351226e2e,85630045-2376-40af-b573-a238ab5239f8,late,0.04,Active,2023-05-22 19:57:08,57207
Checking,USD,2e84fd7b-9f85-424b-8dcb-797d69a430cf,8e5bcc3a-ff53-4759-9661-ee501110600a,local,0.06,Inactive,2023-04-22 12:11:49,57210
Checking,GBP,c3b09fb0-b79b-4e1f-a213-cfaf47fe3ca0,8e7d0511-aac9-49f1-86ba-ab06969541d6,hair,0.03,Active,2024-02-19 22:07:44,93025
Saving,GBP,7789b41f-86c3-4278-b2ef-d3a42ff2e691,e9ce12bc-0b12-4ed5-977a-305d4f622210,time,0.08,Active,2023-07-15 16:03:30,67459
Checking,EUR,21209b36-f158-4e3b-b212-b5f0f10f345c,c2fdb153-b545-412c-9cac-c7ca4fc59edd,these,0.03,Inactive,2023-10-18 19:06:08,20124
Checking,EUR,388a37b5-a937-4f4a-9345-8166d972b813,4dcbc30f-6af8-4180-b3ce-0b5466f58f02,good,0.09,Inactive,2023-11-16 04:25:44,48683
Saving,GBP,d1dffcb5-cdf7-4c32-b8fe-c3a74d6a07ec,c2ebfa6d-04b5-479c-b778-f5241c761b2f,couple,0.06,Inactive,2024-03-18 08:34:40,1850
Saving,EUR,285b85e4-5e66-4f14-b963-20360b7fd492,4dcbc30f-6af8-4180-b3ce-0b5466f58f02,spring,0.01,Inactive,2024-01-28 20:11:42,27368
Checking,USD,f4ac467d-866c-42ed-9a06-0c40bc989a0e,80c51af7-e84e-4ec9-84b6-6466fb9359f4,such,0.08,Active,2023-10-28 04:58:26,27328
Checking,GBP,2f511456-279e-4c1e-9efd-5d83a50f3260,0527553d-ebe5-4422-aca1-83bd08ec87a1,quite,0.01,Inactive,2023-11-12 20:08:14,53600
Checking,USD,f6d4f7c1-a3b1-4d84-afce-8ba17fd4a0a9,c7888ffc-2f6b-4fe2-b40e-d8dc60535ee8,among,0.04,Active,2023-09-22 11:10:38,28976
Saving,USD,9dcf0f72-1835-4868-ad53-774b17768e87,85785025-6b4c-4f73-9f3a-9a07dbe4b229,from,0.09,Inactive,2024-03-27 13:29:31,74408
Saving,EUR,db30161d-54cd-411a-8f38-78316370f6a7,172ac7f6-3651-47c4-85c0-d65f8feaeafb,window,0.03,Inactive,2024-02-24 12:31:36,91688
Checking,EUR,8d36757d-1a2d-4630-87f6-a61d6ba9064d,80c51af7-e84e-4ec9-84b6-6466fb9359f4,step,0.01,Active,2023-06-12 09:27:46,79583
Checking,EUR,78e07cd0-03bd-4b3a-a053-304179ce7564,8e7d0511-aac9-49f1-86ba-ab06969541d6,goal,0.03,Inactive,2024-01-14 12:06:31,49407
Checking,GBP,24b4b5ab-c184-4394-9492-75f7b46b5d13,8e7d0511-aac9-49f1-86ba-ab06969541d6,parent,0.01,Inactive,2023-12-15 15:38:12,11568
Saving,EUR,309bca3e-ba88-47dc-b793-45ee872a90c9,4eea8a84-769b-4fec-b153-831ba511900a,account,0.03,Inactive,2024-02-26 01:08:43,18934
Checking,USD,44b13564-9107-4b39-9691-a494cab0b157,ff0b7efa-b8ac-4d40-806a-ab268fed7301,couple,0.08,Active,2023-05-14 21:14:37,38351
Saving,EUR,40cc1cbe-c25d-42f8-9e53-34a1c93ffa0e,42895d93-ff7b-4e69-812b-8bea493184a9,last,0.06,Inactive,2024-03-15 02:29:51,64205
Checking,USD,7d0b3aed-2ce2-412a-b59f-3bce46490196,6e16e19a-50f3-442e-9138-279acec4e635,sea,0.02,Active,2024-03-10 06:16:46,983
Saving,USD,c1b47dd1-b68b-4ce0-a491-ca31753ef27c,a8bff895-1cb2-47ae-b610-e7579bd6507b,section,0.08,Active,2024-02-10 13:20:02,30174
Checking,GBP,bfe09abc-794b-4b65-b902-7a44a78283ab,5cf637df-79f1-4b79-8996-624b31322283,memory,0.06,Inactive,2023-06-19 11:04:47,46609
Saving,GBP,96b31ee2-7455-43c3-bed3-d0e698633933,43de0380-bdaf-4600-84b8-4bd44df6eeac,determine,0.07,Inactive,2023-12-15 20:41:04,81361
Checking,EUR,870de3ca-67bb-498b-ab43-c5c8758d842a,3b43f907-cef9-4575-a72d-9ba32acfc395,manage,0.1,Active,2024-01-05 21:14:54,140
Checking,GBP,d3c495fc-12ea-4375-bb26-888b405c0d8c,b1089816-a051-45b3-b494-df6ab4507475,night,0.04,Inactive,2023-08-17 01:13:30,21242
Checking,GBP,8c7848d0-ac7b-458d-91a8-d7c48762d3e1,95e4d2aa-e38c-406c-b2eb-f6da7f98d2b0,report,0.07,Active,2024-04-13 11:59:10,60699
Saving,EUR,60d278e6-7212-4fd8-9619-2ecfd1966dac,6c7de3de-6014-42f5-8327-fb5210c2dbfe,bit,0.02,Inactive,2024-01-14 22:04:52,28774
Saving,EUR,1ff49c93-dcb2-476e-87f3-903d294c5355,0527553d-ebe5-4422-aca1-83bd08ec87a1,minute,0.01,Inactive,2023-04-29 05:26:11,81398
Checking,EUR,ca405a59-98b2-443a-a6aa-4c1704ad3803,1eb02ff3-6ab8-412b-a570-1dc37380fd8c,all,0.1,Active,2023-12-21 02:59:44,76389
Saving,EUR,d2a9aa32-c6b6-4ee9-94d5-b0fae5186478,b3c9b51b-b289-422c-91bd-ce27c07842b6,manager,0.02,Inactive,2023-10-16 03:48:55,82359
Checking,USD,67590fa5-61d1-46f1-9ffd-a2c716def00c,7db308e2-8cc1-471c-9584-9629803062d9,remember,0.03,Inactive,2023-06-08 13:07:12,26491
Saving,EUR,ed784982-a978-4f83-ba8c-c1955a949066,ede82782-f6ee-4b12-ad36-e50df1990f5e,coach,0.05,Inactive,2024-01-17 01:34:39,75683
Checking,EUR,7b08f5f1-171c-4b59-b0f1-219604d76180,8387a989-c0ee-4109-b06b-8971c227f22c,push,0.09,Inactive,2024-03-14 10:50:08,36482
Checking,USD,694f9204-503b-4f6f-8d8f-4f3614661cc9,3b43f907-cef9-4575-a72d-9ba32acfc395,trouble,0.03,Inactive,2023-10-15 22:42:43,17753
Saving,EUR,93964b7c-2d71-4e49-b02d-84f7f006e596,ff3d0f07-4ed6-4106-89cb-636bffc32d79,key,0.07,Active,2023-09-15 09:36:31,87651
Saving,EUR,848c0f5d-d687-4277-9844-5a163c1ef44f,ff0b7efa-b8ac-4d40-806a-ab268fed7301,stop,0.1,Inactive,2023-12-22 19:48:50,91836
Checking,GBP,3daa7480-f012-483b-a5cd-d9a19ef7c2c2,2be5556a-b3d6-4321-b915-af28ad7f7a85,window,0.04,Active,2023-07-23 19:59:59,32649
Saving,EUR,6da364a9-6d5d-4e9d-b8f8-2876509c5553,c2bdbcdc-f55c-410a-bb6f-8d8005df3f91,throughout,0.07,Inactive,2023-08-05 12:51:02,75204
Saving,EUR,be79123a-c260-4737-994c-4ea345865bd4,02724760-be34-4386-b189-7936855a01de,face,0.03,Inactive,2024-01-31 14:40:19,55940
Checking,GBP,eaca5b7c-d23e-4263-8a4c-ada3bc262dad,b09547e1-210e-4e28-ac77-e424e5e9faf8,after,0.01,Active,2023-05-15 23:25:29,50248
Saving,EUR,61433b79-4828-4b72-b030-fce5b2671981,88471f5a-adcd-4a48-9ea8-b9941c969410,card,0.09,Active,2023-09-20 20:01:56,10053
Checking,GBP,45833a51-b7f7-4977-a0c9-ec9046655380,b3c9b51b-b289-422c-91bd-ce27c07842b6,style,0.06,Active,2023-08-26 17:14:30,20759
Checking,EUR,261c3ce1-b069-4b96-9fd9-0803578f3eb8,da096f46-bef9-4996-b4b4-377ea09791db,owner,0.05,Inactive,2023-09-15 12:41:02,62678
Saving,USD,3924d9cd-c48c-4683-8ec4-9c6508f2518b,8643dfd7-52b1-4dc9-93b1-e58aaf03e9e6,too,0.02,Active,2024-01-02 07:50:01,77841
Checking,GBP,7021fce4-d3cf-4e94-ac0f-99713d16c76c,8643dfd7-52b1-4dc9-93b1-e58aaf03e9e6,strategy,0.04,Inactive,2023-09-01 01:06:27,76780
Saving,USD,2c5f23ab-7d9d-46e1-a2f5-bba50cb0edfc,4aaad543-d569-4bd4-8a66-7c7e6bc97e5a,media,0.02,Active,2024-01-25 18:02:33,54646
Saving,USD,696a21b8-028b-4e99-af26-b59332be9459,e883e00d-1210-48fb-b25f-9602392cd4b0,manager,0.07,Inactive,2023-12-30 16:40:39,44864
Checking,GBP,bd36e741-4a15-42e9-a610-e91503fd0152,4aaad543-d569-4bd4-8a66-7c7e6bc97e5a,Mrs,0.02,Active,2023-08-14 11:23:40,1137
Saving,EUR,2155275f-c83c-4671-9821-dd9189b76738,ff0b7efa-b8ac-4d40-806a-ab268fed7301,drug,0.07,Active,2023-08-20 07:28:41,11232
Checking,GBP,343ac0e5-d148-4724-847d-75edbd5e40eb,2be5556a-b3d6-4321-b915-af28ad7f7a85,future,0.04,Inactive,2023-07-13 01:50:57,59492
Saving,GBP,c1b84da1-0a68-4878-8cb5-87081bc89d89,a0ed56b0-f7e7-47fe-a6fa-546c15c64209,hotel,0.03,Active,2024-04-05 19:56:13,909
Checking,USD,f4eac381-d93b-47b3-bdfb-9650966c4249,6e16e19a-50f3-442e-9138-279acec4e635,science,0.1,Inactive,2024-01-31 06:03:33,56502
Checking,USD,1d9c2eee-280d-4177-a0f5-045c37906e04,ff3d0f07-4ed6-4106-89cb-636bffc32d79,others,0.1,Inactive,2023-06-11 23:51:18,11832
Checking,EUR,596485da-9d63-45fb-8379-f006368bb591,9e915fbf-6563-4601-9126-199398de1832,picture,0.02,Inactive,2023-10-16 00:47:31,52891
Saving,GBP,274bb242-fd6c-481b-a33c-0dd41cd76336,b3c9b51b-b289-422c-91bd-ce27c07842b6,player,0.09,Active,2024-04-02 15:18:09,57381
Saving,USD,f754107b-c205-47ac-ab7f-d53bb7d4c881,d699c5cc-8cc4-4e0b-893a-102c8104cb85,them,0.04,Active,2023-06-16 09:28:30,98817
Checking,EUR,535b1ff0-fac8-4ed0-b327-f49c7626add5,5cf637df-79f1-4b79-8996-624b31322283,pay,0.05,Inactive,2023-10-23 08:32:53,38011
Saving,EUR,95820c6f-e648-4ec4-819f-27f0c1621826,e0b9e5f0-48f7-4df3-ba36-b6961696dcbd,call,0.02,Inactive,2024-03-01 05:04:46,48509
Saving,EUR,2ef1af13-e5cd-40ae-96c3-6db9e48a9131,02724760-be34-4386-b189-7936855a01de,reflect,0.1,Active,2023-09-08 03:03:05,68761
Saving,GBP,584e3e16-8501-4f19-b7a4-92d15c38504d,8e7d0511-aac9-49f1-86ba-ab06969541d6,concern,0.08,Inactive,2024-03-12 18:31:31,3521
Checking,USD,61085be4-4fb1-40dc-b60f-80a5e22a06b0,6f40a3e5-67eb-4516-84b5-580c591e4c84,and,0.01,Inactive,2023-12-08 10:09:28,72045
Checking,EUR,d56efe7e-7254-4585-b7de-8f98e7dd1496,32914ac7-a1ff-4f9b-b318-836a4f01aed5,cover,0.07,Active,2023-12-25 11:01:07,71760
Checking,EUR,adaba32f-41d9-4b78-9be2-db692ae5ef21,b3c9b51b-b289-422c-91bd-ce27c07842b6,manage,0.01,Inactive,2024-03-30 11:56:09,90051
Saving,GBP,a583e49c-e1a7-4d40-a631-9fbc4545f208,d699c5cc-8cc4-4e0b-893a-102c8104cb85,look,0.07,Inactive,2023-05-08 21:12:31,9378
Saving,USD,c8386bc1-c119-4008-9f10-bbbfa7b71b86,f1df6dbf-6278-4c29-9bd0-4abbf47d032f,thing,0.02,Inactive,2023-08-28 08:29:48,18985
Saving,EUR,e82ec16b-aa8f-4f0f-ac2d-d6abf5a03dac,1535b5e9-768a-445b-b5d4-dc1e4d0d37ec,today,0.01,Active,2023-10-03 08:02:15,40830
Saving,EUR,7c51504a-05d4-4aed-b83a-30d733fe7f9d,6e16e19a-50f3-442e-9138-279acec4e635,describe,0.03,Active,2023-12-10 13:43:37,99450
Saving,USD,7055c7f3-c260-454f-b1be-0826a59f03b4,85785025-6b4c-4f73-9f3a-9a07dbe4b229,fly,0.01,Inactive,2023-11-22 16:07:21,18426
Checking,EUR,87b818f3-27f5-48c2-a045-f70a08c76457,21d1fef6-9ee9-4d4c-969d-7d19538f693b,newspaper,0.1,Inactive,2023-11-08 16:18:57,31441
Checking,USD,74f6773e-12af-4351-b27c-479c86acc757,668f8a38-ecce-4b6b-9c0e-2d570dc6b8fc,direction,0.04,Active,2023-08-15 19:57:45,82295
Checking,USD,80fdb093-bf32-4abb-8148-25c905eae40f,3df1a3b0-b941-4f56-a863-3519e0b75773,probably,0.01,Inactive,2023-06-01 16:21:05,89526
Checking,USD,183f98fe-286c-42c4-b4ea-33cd683a2e7c,4dcbc30f-6af8-4180-b3ce-0b5466f58f02,safe,0.04,Inactive,2023-11-03 16:48:51,84330
Saving,USD,2bb261ce-e616-4209-951d-bd39daf64f0a,c624ce46-c2c5-4d7e-8c7f-313f790b0864,Democrat,0.06,Active,2023-10-10 21:19:33,5223
Checking,USD,c90cdd4e-36f2-479a-9f3e-ed1e7a262a1b,691c851d-b62e-4f33-a8fc-38718f52e7a4,hair,0.1,Active,2023-12-25 18:27:39,87001
Saving,USD,f0f7b3a5-8a4c-4b21-be38-39fc02103115,eb136d46-0d1e-4ba7-a306-7de1d99aa2fc,sport,0.04,Inactive,2023-12-03 08:34:54,51648
Checking,USD,b492da53-700c-47e0-96d0-8c2c6bc3e3fc,21e490f8-50cc-496a-bfb5-2727fe03aad8,election,0.02,Active,2024-01-08 21:02:18,23238
Checking,GBP,68cb58aa-9755-450a-9076-d2f4c7c9e3fc,1535b5e9-768a-445b-b5d4-dc1e4d0d37ec,family,0.02,Inactive,2023-12-14 23:13:42,33259
Saving,USD,9d3330b8-cb04-4133-8a8a-7e073e9dad5e,c624ce46-c2c5-4d7e-8c7f-313f790b0864,get,0.06,Active,2023-08-22 10:47:19,77394
Saving,EUR,c4f91297-c612-4cf0-9bff-bb566035d510,172ac7f6-3651-47c4-85c0-d65f8feaeafb,international,0.07,Inactive,2023-04-23 18:09:10,19202
Checking,GBP,15b01e93-a5ac-4f1c-94fd-f3b12a17ecbd,f24ce5ce-6ef5-42b9-914b-1ba7da6e4f4c,identify,0.07,Active,2023-12-14 18:34:18,97743
Checking,EUR,0b6ded35-af16-4998-8d03-ca27de9a546e,ff3d0f07-4ed6-4106-89cb-636bffc32d79,east,0.05,Inactive,2023-08-05 01:29:59,45586
Saving,USD,7913e5a2-c9a5-4697-bd26-1d31bcb47019,8643dfd7-52b1-4dc9-93b1-e58aaf03e9e6,environmental,0.03,Active,2024-01-19 20:51:12,4551
Checking,EUR,e61c44f6-6464-4076-89c8-6772433ee3d6,80fb6c11-862f-41fb-b12e-a4d9c3b17506,owner,0.02,Active,2024-01-07 00:50:10,29371
Checking,USD,5a046ea8-1068-4d99-a7ee-2a22afa9c4fe,85785025-6b4c-4f73-9f3a-9a07dbe4b229,entire,0.05,Active,2023-11-10 02:03:58,43475
Checking,GBP,ce5e9fc0-ec72-4d2b-8fc4-7a0b3cca40e4,53604252-da97-4254-9ef2-fa9fc293c634,quite,0.09,Inactive,2023-07-23 09:20:31,56326
Checking,GBP,67efc8ed-ff29-4b85-b098-1397d559427e,e883e00d-1210-48fb-b25f-9602392cd4b0,so,0.02,Active,2023-12-10 23:20:00,521
Saving,USD,c082feb7-2e13-41b7-b464-53ff7b3f07b4,5eec1a34-36a0-42a9-9c6b-6efe347bccd9,produce,0.1,Active,2023-06-26 05:36:24,46925
Saving,GBP,d3d9deff-af9e-4b4e-96a1-cd53f352a157,e0b9e5f0-48f7-4df3-ba36-b6961696dcbd,good,0.09,Inactive,2023-08-10 02:04:54,88749
Saving,USD,832d583e-ca9f-4dfe-989b-43e6a31de981,c624ce46-c2c5-4d7e-8c7f-313f790b0864,political,0.09,Inactive,2023-12-04 04:37:36,98302
Checking,GBP,39658634-d8bc-4d30-b731-8c5aecba99b2,6c7de3de-6014-42f5-8327-fb5210c2dbfe,card,0.02,Inactive,2023-12-06 12:17:09,6614
Saving,USD,45833a51-b7f7-4977-a0c9-ec9046655380,e0b9e5f0-48f7-4df3-ba36-b6961696dcbd,challenge,0.09,Active,2023-08-24 22:06:25,31017
Checking,USD,29be5b5a-0c29-4e76-8863-00bd912166f8,88471f5a-adcd-4a48-9ea8-b9941c969410,yes,0.01,Active,2023-11-04 11:58:26,99376
Saving,USD,47ee0b13-6ee3-4509-aed7-66e921a6e411,42895d93-ff7b-4e69-812b-8bea493184a9,civil,0.04,Inactive,2023-12-26 17:17:41,8633
Saving,EUR,cc829a04-0251-4ae4-b797-510a417617e6,8e5bcc3a-ff53-4759-9661-ee501110600a,she,0.01,Inactive,2023-09-02 22:01:00,42429
Checking,EUR,bfec7ca3-374a-4de4-83be-f6a1b99f7927,8357fa56-54fc-4a9d-849c-a7b5d4c1f23b,require,0.1,Active,2024-04-13 20:55:05,45461
